Date,High,Low,Open,Close,Volume,Adj Close
2015-10-26,12.253800392150879,11.923100471496582,12.123100280761719,12.03849983215332,1513590.0,10.893962860107422
2015-10-27,12.100000381469727,11.876899719238281,12.092300415039062,12.007699966430664,2858180.0,10.866090774536133
2015-10-28,11.761500358581543,11.600000381469727,11.761500358581543,11.661499977111816,663910.0,10.552806854248047
2015-10-29,11.746199607849121,11.176899909973145,11.576899528503418,11.176899909973145,3526250.0,10.114276885986328
2015-10-30,11.323100090026855,10.976900100708008,11.223099708557129,11.076899528503418,2776410.0,10.023786544799805
2015-11-03,11.2076997756958,10.7076997756958,11.153800010681152,11.069199562072754,6760000.0,10.016818046569824
2015-11-04,11.46150016784668,11.015399932861328,11.069199562072754,11.053799629211426,2925000.0,10.00288200378418
2015-11-05,11.907699584960938,11.069199562072754,11.069199562072754,11.838500022888184,3579030.0,10.712977409362793
2015-11-06,11.93850040435791,11.546199798583984,11.83080005645752,11.584600448608398,2679820.0,10.483216285705566
2015-11-09,11.776900291442871,11.446200370788574,11.592300415039062,11.476900100708008,2261740.0,10.385756492614746
2015-11-10,11.476900100708008,10.776900291442871,11.469200134277344,11.130800247192383,5227820.0,10.072562217712402
2015-11-11,11.215399742126465,10.853799819946289,11.123100280761719,11.184599876403809,2731430.0,10.121246337890625
2015-11-12,11.184599876403809,10.923100471496582,11.176899909973145,10.96150016784668,3269240.0,9.919357299804688
2015-11-13,11.06149959564209,10.7076997756958,10.992300033569336,10.807700157165527,3544060.0,9.780180931091309
2015-11-16,11.015399932861328,10.7923002243042,10.823100090026855,10.923100471496582,2345720.0,9.88460922241211
2015-11-17,11.230799674987793,10.953800201416016,10.96150016784668,11.092300415039062,2609490.0,10.037721633911133
2015-11-18,11.176899909973145,10.869199752807617,11.115400314331055,10.869199752807617,1633450.0,9.835832595825195
2015-11-19,11.338500022888184,10.907699584960938,10.930800437927246,11.307700157165527,3270020.0,10.23264217376709
2015-11-23,11.476900100708008,11.230799674987793,11.376899719238281,11.307700157165527,2271230.0,10.23264217376709
2015-11-24,11.653800010681152,11.238499641418457,11.238499641418457,11.623100280761719,3010410.0,10.518059730529785
2015-11-25,11.907699584960938,11.507699966430664,11.615400314331055,11.876899719238281,2886780.0,10.747726440429688
2015-11-26,11.907699584960938,11.623100280761719,11.907699584960938,11.807700157165527,1386970.0,10.685107231140137
2015-11-27,12.046199798583984,11.715399742126465,11.769200325012207,12.046199798583984,2300610.0,10.900932312011719
2015-11-30,12.592300415039062,11.692299842834473,12.046199798583984,11.692299842834473,7572110.0,10.58067512512207
2015-12-01,12.223099708557129,11.815400123596191,11.846199989318848,12.223099708557129,3011970.0,11.061017036437988
