Date,High,Low,Open,Close,Volume,Adj Close
2015-10-26,27.43199920654297,26.81599998474121,26.81599998474121,27.0,768625.0,17.654142379760742
2015-10-27,27.392000198364258,26.86400032043457,27.007999420166016,27.128000259399414,955375.0,17.73783302307129
2015-10-28,27.496000289916992,27.0,27.0,27.09600067138672,80125.0,17.716917037963867
2015-10-29,27.20800018310547,26.799999237060547,26.799999237060547,26.959999084472656,939625.0,17.62799072265625
2015-10-30,27.11199951171875,26.799999237060547,26.799999237060547,27.09600067138672,1744750.0,17.716917037963867
2015-11-03,29.06399917602539,26.90399932861328,26.90399932861328,28.8799991607666,2740375.0,18.883392333984375
2015-11-04,29.983999252319336,28.663999557495117,29.167999267578125,28.959999084472656,1337500.0,18.935697555541992
2015-11-05,29.200000762939453,28.472000122070312,28.799999237060547,29.007999420166016,1356250.0,18.967084884643555
2015-11-06,29.11199951171875,27.76799964904785,29.0,28.191999435424805,1577875.0,18.43353843688965
2015-11-09,28.488000869750977,27.648000717163086,28.399999618530273,27.97599983215332,566000.0,18.292306900024414
2015-11-10,28.0,27.224000930786133,27.97599983215332,27.84000015258789,917375.0,18.203380584716797
2015-11-11,28.576000213623047,27.968000411987305,28.079999923706055,28.15999984741211,933250.0,18.412616729736328
2015-11-12,28.624000549316406,27.832000732421875,28.496000289916992,28.408000946044922,1668875.0,18.574771881103516
2015-11-13,28.600000381469727,27.95199966430664,28.20800018310547,28.167999267578125,918375.0,18.417848587036133
2015-11-16,28.408000946044922,27.84000015258789,27.968000411987305,28.384000778198242,990125.0,18.55908203125
2015-11-17,28.719999313354492,28.02400016784668,28.583999633789062,28.280000686645508,782875.0,18.4910831451416
2015-11-18,29.535999298095703,28.191999435424805,28.399999618530273,29.040000915527344,1056250.0,18.988014221191406
2015-11-19,29.68000030517578,28.959999084472656,29.143999099731445,29.280000686645508,1282875.0,19.144939422607422
2015-11-23,29.775999069213867,28.920000076293945,29.775999069213867,29.1200008392334,898750.0,19.04032325744629
2015-11-24,28.91200065612793,28.167999267578125,28.784000396728516,28.384000778198242,2513875.0,18.870817184448242
2015-11-25,28.624000549316406,27.799999237060547,28.18400001525879,27.920000076293945,1068125.0,18.562328338623047
2015-11-26,28.600000381469727,27.86400032043457,28.02400016784668,28.055999755859375,562875.0,18.652748107910156
2015-11-27,28.304000854492188,27.239999771118164,27.920000076293945,27.239999771118164,747875.0,18.110244750976562
2015-11-30,27.423999786376953,26.527999877929688,27.336000442504883,26.76799964904785,2844750.0,17.796436309814453
2015-12-01,27.079999923706055,26.503999710083008,26.583999633789062,26.8799991607666,1147125.0,17.870899200439453
2015-12-02,27.24799919128418,26.719999313354492,26.719999313354492,27.007999420166016,1102750.0,17.95599937438965
2015-12-03,27.847999572753906,27.200000762939453,27.29599952697754,27.399999618530273,885375.0,18.21661376953125
2015-12-04,27.631999969482422,26.743999481201172,27.304000854492188,27.200000762939453,1463375.0,18.083646774291992
2015-12-07,28.016000747680664,27.007999420166016,27.327999114990234,27.15999984741211,1080625.0,18.05705451965332
2015-12-08,27.360000610351562,26.503999710083008,27.18400001525879,26.84000015258789,1099500.0,17.84430503845215
2015-12-09,28.27199935913086,26.760000228881836,27.06399917602539,27.895999908447266,1669750.0,18.54637908935547
2015-12-10,28.304000854492188,26.871999740600586,28.031999588012695,27.408000946044922,1360500.0,18.221933364868164
2015-12-11,28.104000091552734,27.1200008392334,27.20800018310547,28.0,1606250.0,18.61551856994629
2015-12-14,28.04800033569336,27.280000686645508,27.799999237060547,27.416000366210938,917000.0,18.227252960205078
2015-12-15,27.91200065612793,27.079999923706055,27.68000030517578,27.079999923706055,1000625.0,18.003864288330078
2015-12-16,27.29599952697754,26.54400062561035,26.983999252319336,26.8799991607666,1219625.0,17.870899200439453
2015-12-17,27.95199966430664,27.1200008392334,27.3439998626709,27.1200008392334,1781875.0,18.03046226501465
2015-12-18,27.152000427246094,26.176000595092773,26.92799949645996,26.76799964904785,2006000.0,17.796436309814453
2015-12-21,26.8799991607666,25.871999740600586,26.76799964904785,26.08799934387207,1153125.0,17.344343185424805
2015-12-22,26.90399932861328,26.08799934387207,26.215999603271484,26.68000030517578,901250.0,17.737930297851562
2015-12-23,27.360000610351562,26.70400047302246,26.90399932861328,26.84000015258789,329125.0,17.84430503845215
2015-12-28,27.583999633789062,26.84000015258789,27.02400016784668,27.200000762939453,560125.0,18.083646774291992
2015-12-29,27.375999450683594,26.920000076293945,27.007999420166016,27.040000915527344,318125.0,17.97727394104004
2015-12-30,27.360000610351562,26.79199981689453,27.360000610351562,26.79199981689453,886000.0,17.812389373779297
2016-01-04,26.93600082397461,26.128000259399414,26.615999221801758,26.128000259399414,876500.0,17.370941162109375
2016-01-05,26.784000396728516,26.13599967956543,26.167999267578125,26.440000534057617,795125.0,17.578371047973633
2016-01-06,26.423999786376953,25.920000076293945,26.1200008392334,26.04800033569336,2028000.0,17.317752838134766
2016-01-07,25.86400032043457,25.392000198364258,25.86400032043457,25.440000534057617,1415500.0,16.913530349731445
2016-01-08,25.743999481201172,25.0,25.743999481201172,25.079999923706055,1157750.0,16.674182891845703
2016-01-11,25.832000732421875,24.84000015258789,24.84000015258789,25.1200008392334,1605625.0,16.700780868530273
2016-01-12,25.799999237060547,25.09600067138672,25.1200008392334,25.20800018310547,1090875.0,16.75928497314453
2016-01-13,25.591999053955078,25.06399917602539,25.351999282836914,25.079999923706055,878000.0,16.674182891845703
2016-01-14,25.24799919128418,24.54400062561035,25.24799919128418,24.600000381469727,1735000.0,16.35506248474121
2016-01-15,24.639999389648438,23.54400062561035,24.423999786376953,23.799999237060547,1248500.0,15.823190689086914
2016-01-18,24.288000106811523,23.847999572753906,23.95199966430664,24.007999420166016,850625.0,15.961477279663086
2016-01-19,24.75200080871582,24.06399917602539,24.399999618530273,24.31999969482422,953250.0,16.168907165527344
